Code ROME,Division NAF,Division NAF avec libellé,Division NAF ROME,Label ROME
H2602,26,"26 - Fabrication de produits informatiques, électroniques et optiques",26 -H2602,Câblage électrique et électromécanique
H2602,27,27 - Fabrication d'équipements électriques,27 -H2602,Câblage électrique et électromécanique
H2602,30,30 - Fabrication d'autres matériels de transport,30 -H2602,Câblage électrique et électromécanique
H2602,33,33 - Réparation et installation de machines et d'équipements,33 -H2602,Câblage électrique et électromécanique
H2603,26,"26 - Fabrication de produits informatiques, électroniques et optiques",26 -H2603,"Conduite d'installation automatisée de production électrique, électronique et microélectronique"
H2603,27,27 - Fabrication d'équipements électriques,27 -H2603,"Conduite d'installation automatisée de production électrique, électronique et microélectronique"
H2604,26,"26 - Fabrication de produits informatiques, électroniques et optiques",26 -H2604,Montage de produits électriques et électroniques
H2604,27,27 - Fabrication d'équipements électriques,27 -H2604,Montage de produits électriques et électroniques
H2605,25,"25 - Fabrication de produits métalliques, à  l'exception des machines et des équipements",25 -H2605,Montage et câblage électronique
H2605,26,"26 - Fabrication de produits informatiques, électroniques et optiques",26 -H2605,Montage et câblage électronique
H2605,27,27 - Fabrication d'équipements électriques,27 -H2605,Montage et câblage électronique
H2605,30,30 - Fabrication d'autres matériels de transport,30 -H2605,Montage et câblage électronique
H2605,32,32 - Autres industries manufacturières,32 -H2605,Montage et câblage électronique
H2605,61,61 - Télécommunications,61 -H2605,Montage et câblage électronique
H2701,19,19 - Cokéfaction et raffinage,19 -H2701,Pilotage d'installation énergétique et pétrochimique
H2701,20,20 - Industrie chimique,20 -H2701,Pilotage d'installation énergétique et pétrochimique
H2701,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -H2701,Pilotage d'installation énergétique et pétrochimique
H2701,24,24 - Métallurgie,24 -H2701,Pilotage d'installation énergétique et pétrochimique
H2701,35,"35 - Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",35 -H2701,Pilotage d'installation énergétique et pétrochimique
H2701,38,"38 - Collecte, traitement et élimination des déchets ; récupération",38 -H2701,Pilotage d'installation énergétique et pétrochimique
H2801,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -H2801,Conduite d'équipement de transformation du verre
H2802,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -H2802,Conduite d'installation de production de matériaux de construction
H2803,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -H2803,Faà§onnage et émaillage en industrie céramique
H2804,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -H2804,"Pilotage de centrale à  béton prêt à  l'emploi, ciment, enrobés et granulats"
H2805,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -H2805,Pilotage d'installation de production verrière
H2901,22,22 - Fabrication de produits en caoutchouc et en plastique,22 -H2901,Ajustement et montage de fabrication
H2901,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -H2901,Ajustement et montage de fabrication
H2901,24,24 - Métallurgie,24 -H2901,Ajustement et montage de fabrication
H2901,25,"25 - Fabrication de produits métalliques, à  l'exception des machines et des équipements",25 -H2901,Ajustement et montage de fabrication
H2901,26,"26 - Fabrication de produits informatiques, électroniques et optiques",26 -H2901,Ajustement et montage de fabrication
H2901,27,27 - Fabrication d'équipements électriques,27 -H2901,Ajustement et montage de fabrication
H2901,28,28 - Fabrication de machines et équipements n.c.a.,28 -H2901,Ajustement et montage de fabrication
H2901,29,29 - Industrie automobile,29 -H2901,Ajustement et montage de fabrication
H2901,30,30 - Fabrication d'autres matériels de transport,30 -H2901,Ajustement et montage de fabrication
H2901,32,32 - Autres industries manufacturières,32 -H2901,Ajustement et montage de fabrication
H2901,33,33 - Réparation et installation de machines et d'équipements,33 -H2901,Ajustement et montage de fabrication
H2902,20,20 - Industrie chimique,20 -H2902,Chaudronnerie - tôlerie
H2902,22,22 - Fabrication de produits en caoutchouc et en plastique,22 -H2902,Chaudronnerie - tôlerie
H2902,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -H2902,Chaudronnerie - tôlerie
H2902,24,24 - Métallurgie,24 -H2902,Chaudronnerie - tôlerie
H2902,25,"25 - Fabrication de produits métalliques, à  l'exception des machines et des équipements",25 -H2902,Chaudronnerie - tôlerie
H2902,26,"26 - Fabrication de produits informatiques, électroniques et optiques",26 -H2902,Chaudronnerie - tôlerie
H2902,27,27 - Fabrication d'équipements électriques,27 -H2902,Chaudronnerie - tôlerie
H2902,28,28 - Fabrication de machines et équipements n.c.a.,28 -H2902,Chaudronnerie - tôlerie
H2902,29,29 - Industrie automobile,29 -H2902,Chaudronnerie - tôlerie
H2902,30,30 - Fabrication d'autres matériels de transport,30 -H2902,Chaudronnerie - tôlerie
H2902,32,32 - Autres industries manufacturières,32 -H2902,Chaudronnerie - tôlerie
H2902,33,33 - Réparation et installation de machines et d'équipements,33 -H2902,Chaudronnerie - tôlerie
H2903,16,"16 - Travail du bois et fabrication d'articles en bois et en liège, à  l'exception des meubles ; fabrication d'articles en vannerie et sparterie",16 -H2903,Conduite d'équipement d'usinage
H2903,20,20 - Industrie chimique,20 -H2903,Conduite d'équipement d'usinage
H2903,22,22 - Fabrication de produits en caoutchouc et en plastique,22 -H2903,Conduite d'équipement d'usinage
H2903,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -H2903,Conduite d'équipement d'usinage
H2903,24,24 - Métallurgie,24 -H2903,Conduite d'équipement d'usinage
H2903,25,"25 - Fabrication de produits métalliques, à  l'exception des machines et des équipements",25 -H2903,Conduite d'équipement d'usinage
H2903,26,"26 - Fabrication de produits informatiques, électroniques et optiques",26 -H2903,Conduite d'équipement d'usinage
H2903,27,27 - Fabrication d'équipements électriques,27 -H2903,Conduite d'équipement d'usinage
H2903,28,28 - Fabrication de machines et équipements n.c.a.,28 -H2903,Conduite d'équipement d'usinage
H2903,29,29 - Industrie automobile,29 -H2903,Conduite d'équipement d'usinage
H2903,30,30 - Fabrication d'autres matériels de transport,30 -H2903,Conduite d'équipement d'usinage
H2903,31,31 - Fabrication de meubles,31 -H2903,Conduite d'équipement d'usinage
H2903,32,32 - Autres industries manufacturières,32 -H2903,Conduite d'équipement d'usinage
H2903,33,33 - Réparation et installation de machines et d'équipements,33 -H2903,Conduite d'équipement d'usinage
H2904,22,22 - Fabrication de produits en caoutchouc et en plastique,22 -H2904,Conduite d'équipement de déformation des métaux
H2904,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -H2904,Conduite d'équipement de déformation des métaux
H2904,24,24 - Métallurgie,24 -H2904,Conduite d'équipement de déformation des métaux
H2904,25,"25 - Fabrication de produits métalliques, à  l'exception des machines et des équipements",25 -H2904,Conduite d'équipement de déformation des métaux
H2904,26,"26 - Fabrication de produits informatiques, électroniques et optiques",26 -H2904,Conduite d'équipement de déformation des métaux
H2904,27,27 - Fabrication d'équipements électriques,27 -H2904,Conduite d'équipement de déformation des métaux
H2904,28,28 - Fabrication de machines et équipements n.c.a.,28 -H2904,Conduite d'équipement de déformation des métaux
H2904,29,29 - Industrie automobile,29 -H2904,Conduite d'équipement de déformation des métaux
H2904,30,30 - Fabrication d'autres matériels de transport,30 -H2904,Conduite d'équipement de déformation des métaux
H2904,32,32 - Autres industries manufacturières,32 -H2904,Conduite d'équipement de déformation des métaux
H2904,33,33 - Réparation et installation de machines et d'équipements,33 -H2904,Conduite d'équipement de déformation des métaux
H2905,22,22 - Fabrication de produits en caoutchouc et en plastique,22 -H2905,Conduite d'équipement de formage et découpage des matériaux
H2905,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -H2905,Conduite d'équipement de formage et découpage des matériaux
H2905,24,24 - Métallurgie,24 -H2905,Conduite d'équipement de formage et découpage des matériaux
H2905,25,"25 - Fabrication de produits métalliques, à  l'exception des machines et des équipements",25 -H2905,Conduite d'équipement de formage et découpage des matériaux
H2905,26,"26 - Fabrication de produits informatiques, électroniques et optiques",26 -H2905,Conduite d'équipement de formage et découpage des matériaux
H2905,27,27 - Fabrication d'équipements électriques,27 -H2905,Conduite d'équipement de formage et découpage des matériaux
H2905,28,28 - Fabrication de machines et équipements n.c.a.,28 -H2905,Conduite d'équipement de formage et découpage des matériaux
H2905,29,29 - Industrie automobile,29 -H2905,Conduite d'équipement de formage et découpage des matériaux
H2905,30,30 - Fabrication d'autres matériels de transport,30 -H2905,Conduite d'équipement de formage et découpage des matériaux
H2905,32,32 - Autres industries manufacturières,32 -H2905,Conduite d'équipement de formage et découpage des matériaux
H2905,33,33 - Réparation et installation de machines et d'équipements,33 -H2905,Conduite d'équipement de formage et découpage des matériaux
H2906,16,"16 - Travail du bois et fabrication d'articles en bois et en liège, à  l'exception des meubles ; fabrication d'articles en vannerie et sparterie",16 -H2906,Conduite d'installation automatisée ou robotisée de fabrication mécanique
H2906,22,22 - Fabrication de produits en caoutchouc et en plastique,22 -H2906,Conduite d'installation automatisée ou robotisée de fabrication mécanique
H2906,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -H2906,Conduite d'installation automatisée ou robotisée de fabrication mécanique
H2906,24,24 - Métallurgie,24 -H2906,Conduite d'installation automatisée ou robotisée de fabrication mécanique
H2906,25,"25 - Fabrication de produits métalliques, à  l'exception des machines et des équipements",25 -H2906,Conduite d'installation automatisée ou robotisée de fabrication mécanique
H2906,26,"26 - Fabrication de produits informatiques, électroniques et optiques",26 -H2906,Conduite d'installation automatisée ou robotisée de fabrication mécanique
H2906,27,27 - Fabrication d'équipements électriques,27 -H2906,Conduite d'installation automatisée ou robotisée de fabrication mécanique
H2906,28,28 - Fabrication de machines et équipements n.c.a.,28 -H2906,Conduite d'installation automatisée ou robotisée de fabrication mécanique
H2906,29,29 - Industrie automobile,29 -H2906,Conduite d'installation automatisée ou robotisée de fabrication mécanique
H2906,30,30 - Fabrication d'autres matériels de transport,30 -H2906,Conduite d'installation automatisée ou robotisée de fabrication mécanique
H2906,31,31 - Fabrication de meubles,31 -H2906,Conduite d'installation automatisée ou robotisée de fabrication mécanique
H2906,32,32 - Autres industries manufacturières,32 -H2906,Conduite d'installation automatisée ou robotisée de fabrication mécanique
H2906,33,33 - Réparation et installation de machines et d'équipements,33 -H2906,Conduite d'installation automatisée ou robotisée de fabrication mécanique
H2907,20,20 - Industrie chimique,20 -H2907,Conduite d'installation de production des métaux
H2907,22,22 - Fabrication de produits en caoutchouc et en plastique,22 -H2907,Conduite d'installation de production des métaux
H2907,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -H2907,Conduite d'installation de production des métaux
H2907,24,24 - Métallurgie,24 -H2907,Conduite d'installation de production des métaux
H2907,25,"25 - Fabrication de produits métalliques, à  l'exception des machines et des équipements",25 -H2907,Conduite d'installation de production des métaux
H2907,28,28 - Fabrication de machines et équipements n.c.a.,28 -H2907,Conduite d'installation de production des métaux
H2907,29,29 - Industrie automobile,29 -H2907,Conduite d'installation de production des métaux
H2907,30,30 - Fabrication d'autres matériels de transport,30 -H2907,Conduite d'installation de production des métaux
H2907,32,32 - Autres industries manufacturières,32 -H2907,Conduite d'installation de production des métaux
H2907,33,33 - Réparation et installation de machines et d'équipements,33 -H2907,Conduite d'installation de production des métaux
H2908,22,22 - Fabrication de produits en caoutchouc et en plastique,22 -H2908,Modelage de matériaux non métalliques
H2908,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -H2908,Modelage de matériaux non métalliques
H2908,24,24 - Métallurgie,24 -H2908,Modelage de matériaux non métalliques
H2908,25,"25 - Fabrication de produits métalliques, à  l'exception des machines et des équipements",25 -H2908,Modelage de matériaux non métalliques
H2908,29,29 - Industrie automobile,29 -H2908,Modelage de matériaux non métalliques
H2908,30,30 - Fabrication d'autres matériels de transport,30 -H2908,Modelage de matériaux non métalliques
H2908,33,33 - Réparation et installation de machines et d'équipements,33 -H2908,Modelage de matériaux non métalliques
H2909,20,20 - Industrie chimique,20 -H2909,Montage-assemblage mécanique
H2909,22,22 - Fabrication de produits en caoutchouc et en plastique,22 -H2909,Montage-assemblage mécanique
H2909,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -H2909,Montage-assemblage mécanique
H2909,24,24 - Métallurgie,24 -H2909,Montage-assemblage mécanique
H2909,25,"25 - Fabrication de produits métalliques, à  l'exception des machines et des équipements",25 -H2909,Montage-assemblage mécanique
H2909,26,"26 - Fabrication de produits informatiques, électroniques et optiques",26 -H2909,Montage-assemblage mécanique
H2909,27,27 - Fabrication d'équipements électriques,27 -H2909,Montage-assemblage mécanique
H2909,28,28 - Fabrication de machines et équipements n.c.a.,28 -H2909,Montage-assemblage mécanique
H2909,29,29 - Industrie automobile,29 -H2909,Montage-assemblage mécanique
H2909,30,30 - Fabrication d'autres matériels de transport,30 -H2909,Montage-assemblage mécanique
H2909,32,32 - Autres industries manufacturières,32 -H2909,Montage-assemblage mécanique
H2909,33,33 - Réparation et installation de machines et d'équipements,33 -H2909,Montage-assemblage mécanique
H2910,22,22 - Fabrication de produits en caoutchouc et en plastique,22 -H2910,Moulage sable
H2910,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -H2910,Moulage sable
H2910,24,24 - Métallurgie,24 -H2910,Moulage sable
H2910,25,"25 - Fabrication de produits métalliques, à  l'exception des machines et des équipements",25 -H2910,Moulage sable
H2910,28,28 - Fabrication de machines et équipements n.c.a.,28 -H2910,Moulage sable
H2910,29,29 - Industrie automobile,29 -H2910,Moulage sable
H2910,30,30 - Fabrication d'autres matériels de transport,30 -H2910,Moulage sable
H2910,33,33 - Réparation et installation de machines et d'équipements,33 -H2910,Moulage sable
H2911,20,20 - Industrie chimique,20 -H2911,Réalisation de structures métalliques
H2911,22,22 - Fabrication de produits en caoutchouc et en plastique,22 -H2911,Réalisation de structures métalliques
H2911,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -H2911,Réalisation de structures métalliques
H2911,24,24 - Métallurgie,24 -H2911,Réalisation de structures métalliques
H2911,25,"25 - Fabrication de produits métalliques, à  l'exception des machines et des équipements",25 -H2911,Réalisation de structures métalliques
H2911,26,"26 - Fabrication de produits informatiques, électroniques et optiques",26 -H2911,Réalisation de structures métalliques
H2911,27,27 - Fabrication d'équipements électriques,27 -H2911,Réalisation de structures métalliques
H2911,29,29 - Industrie automobile,29 -H2911,Réalisation de structures métalliques
H2911,30,30 - Fabrication d'autres matériels de transport,30 -H2911,Réalisation de structures métalliques
H2911,32,32 - Autres industries manufacturières,32 -H2911,Réalisation de structures métalliques
H2911,33,33 - Réparation et installation de machines et d'équipements,33 -H2911,Réalisation de structures métalliques
H2912,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H2912,Réglage d'équipement de production industrielle
H2913,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H2913,Soudage manuel
H2914,20,20 - Industrie chimique,20 -H2914,Réalisation et montage en tuyauterie
H2914,24,24 - Métallurgie,24 -H2914,Réalisation et montage en tuyauterie
H2914,25,"25 - Fabrication de produits métalliques, à  l'exception des machines et des équipements",25 -H2914,Réalisation et montage en tuyauterie
H2914,28,28 - Fabrication de machines et équipements n.c.a.,28 -H2914,Réalisation et montage en tuyauterie
H2914,29,29 - Industrie automobile,29 -H2914,Réalisation et montage en tuyauterie
H2914,30,30 - Fabrication d'autres matériels de transport,30 -H2914,Réalisation et montage en tuyauterie
H2914,33,33 - Réparation et installation de machines et d'équipements,33 -H2914,Réalisation et montage en tuyauterie
H3101,17,17 - Industrie du papier et du carton,17 -H3101,Conduite d'équipement de fabrication de papier ou de carton
H3102,17,17 - Industrie du papier et du carton,17 -H3102,Conduite d'installation de pâte à  papier
H3201,15,15 - Industrie du cuir et de la chaussure,15 -H3201,Conduite d'équipement de formage des plastiques et caoutchoucs
H3201,22,22 - Fabrication de produits en caoutchouc et en plastique,22 -H3201,Conduite d'équipement de formage des plastiques et caoutchoucs
H3201,28,28 - Fabrication de machines et équipements n.c.a.,28 -H3201,Conduite d'équipement de formage des plastiques et caoutchoucs
H3201,29,29 - Industrie automobile,29 -H3201,Conduite d'équipement de formage des plastiques et caoutchoucs
H3201,30,30 - Fabrication d'autres matériels de transport,30 -H3201,Conduite d'équipement de formage des plastiques et caoutchoucs
H3201,32,32 - Autres industries manufacturières,32 -H3201,Conduite d'équipement de formage des plastiques et caoutchoucs
H3202,15,15 - Industrie du cuir et de la chaussure,15 -H3202,Réglage d'équipement de formage des plastiques et caoutchoucs
H3202,22,22 - Fabrication de produits en caoutchouc et en plastique,22 -H3202,Réglage d'équipement de formage des plastiques et caoutchoucs
H3202,28,28 - Fabrication de machines et équipements n.c.a.,28 -H3202,Réglage d'équipement de formage des plastiques et caoutchoucs
H3202,29,29 - Industrie automobile,29 -H3202,Réglage d'équipement de formage des plastiques et caoutchoucs
H3202,30,30 - Fabrication d'autres matériels de transport,30 -H3202,Réglage d'équipement de formage des plastiques et caoutchoucs
H3202,32,32 - Autres industries manufacturières,32 -H3202,Réglage d'équipement de formage des plastiques et caoutchoucs
H3203,15,15 - Industrie du cuir et de la chaussure,15 -H3203,Fabrication de pièces en matériaux composites
H3203,22,22 - Fabrication de produits en caoutchouc et en plastique,22 -H3203,Fabrication de pièces en matériaux composites
H3203,29,29 - Industrie automobile,29 -H3203,Fabrication de pièces en matériaux composites
H3203,30,30 - Fabrication d'autres matériels de transport,30 -H3203,Fabrication de pièces en matériaux composites
H3203,32,32 - Autres industries manufacturières,32 -H3203,Fabrication de pièces en matériaux composites
H3301,10,10 - Industries alimentaires,10 -H3301,Conduite d'équipement de conditionnement
H3301,11,11 - Fabrication de boissons,11 -H3301,Conduite d'équipement de conditionnement
H3301,16,"16 - Travail du bois et fabrication d'articles en bois et en liège, à  l'exception des meubles ; fabrication d'articles en vannerie et sparterie",16 -H3301,Conduite d'équipement de conditionnement
H3301,17,17 - Industrie du papier et du carton,17 -H3301,Conduite d'équipement de conditionnement
H3301,20,20 - Industrie chimique,20 -H3301,Conduite d'équipement de conditionnement
H3301,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -H3301,Conduite d'équipement de conditionnement
H3301,24,24 - Métallurgie,24 -H3301,Conduite d'équipement de conditionnement
H3301,31,31 - Fabrication de meubles,31 -H3301,Conduite d'équipement de conditionnement
H3301,82,82 - Activités administratives et autres activités de soutien aux entreprises,82 -H3301,Conduite d'équipement de conditionnement
H3302,10,10 - Industries alimentaires,10 -H3302,"Opérations manuelles d'assemblage, tri ou emballage"
H3302,11,11 - Fabrication de boissons,11 -H3302,"Opérations manuelles d'assemblage, tri ou emballage"
H3302,15,15 - Industrie du cuir et de la chaussure,15 -H3302,"Opérations manuelles d'assemblage, tri ou emballage"
H3302,16,"16 - Travail du bois et fabrication d'articles en bois et en liège, à  l'exception des meubles ; fabrication d'articles en vannerie et sparterie",16 -H3302,"Opérations manuelles d'assemblage, tri ou emballage"
H3302,20,20 - Industrie chimique,20 -H3302,"Opérations manuelles d'assemblage, tri ou emballage"
H3302,22,22 - Fabrication de produits en caoutchouc et en plastique,22 -H3302,"Opérations manuelles d'assemblage, tri ou emballage"
H3302,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -H3302,"Opérations manuelles d'assemblage, tri ou emballage"
H3302,31,31 - Fabrication de meubles,31 -H3302,"Opérations manuelles d'assemblage, tri ou emballage"
H3302,82,82 - Activités administratives et autres activités de soutien aux entreprises,82 -H3302,"Opérations manuelles d'assemblage, tri ou emballage"
H3303,10,10 - Industries alimentaires,10 -H3303,"Préparation de matières et produits industriels (broyage, mélange, â€¦)"
H3303,12,12 - Fabrication de produits à  base de tabac,12 -H3303,"Préparation de matières et produits industriels (broyage, mélange, â€¦)"
H3303,13,13 - Fabrication de textiles,13 -H3303,"Préparation de matières et produits industriels (broyage, mélange, â€¦)"
H3303,15,15 - Industrie du cuir et de la chaussure,15 -H3303,"Préparation de matières et produits industriels (broyage, mélange, â€¦)"
H3303,17,17 - Industrie du papier et du carton,17 -H3303,"Préparation de matières et produits industriels (broyage, mélange, â€¦)"
H3303,20,20 - Industrie chimique,20 -H3303,"Préparation de matières et produits industriels (broyage, mélange, â€¦)"
H3303,21,21 - Industrie pharmaceutique,21 -H3303,"Préparation de matières et produits industriels (broyage, mélange, â€¦)"
H3303,22,22 - Fabrication de produits en caoutchouc et en plastique,22 -H3303,"Préparation de matières et produits industriels (broyage, mélange, â€¦)"
H3303,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -H3303,"Préparation de matières et produits industriels (broyage, mélange, â€¦)"
H3401,22,22 - Fabrication de produits en caoutchouc et en plastique,22 -H3401,Conduite de traitement d'abrasion de surface
H3401,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -H3401,Conduite de traitement d'abrasion de surface
H3401,24,24 - Métallurgie,24 -H3401,Conduite de traitement d'abrasion de surface
H3401,25,"25 - Fabrication de produits métalliques, à  l'exception des machines et des équipements",25 -H3401,Conduite de traitement d'abrasion de surface
H3401,26,"26 - Fabrication de produits informatiques, électroniques et optiques",26 -H3401,Conduite de traitement d'abrasion de surface
H3401,29,29 - Industrie automobile,29 -H3401,Conduite de traitement d'abrasion de surface
H3401,30,30 - Fabrication d'autres matériels de transport,30 -H3401,Conduite de traitement d'abrasion de surface
H3401,32,32 - Autres industries manufacturières,32 -H3401,Conduite de traitement d'abrasion de surface
H3401,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H3401,Conduite de traitement d'abrasion de surface
H3402,29,29 - Industrie automobile,29 -H3402,Conduite de traitement par dépôt de surface
H3402,30,30 - Fabrication d'autres matériels de transport,30 -H3402,Conduite de traitement par dépôt de surface
H3402,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H3402,Conduite de traitement par dépôt de surface
H3403,29,29 - Industrie automobile,29 -H3403,Conduite de traitement thermique
H3403,30,30 - Fabrication d'autres matériels de transport,30 -H3403,Conduite de traitement thermique
H3403,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H3403,Conduite de traitement thermique
H3404,29,29 - Industrie automobile,29 -H3404,Peinture industrielle
H3404,30,30 - Fabrication d'autres matériels de transport,30 -H3404,Peinture industrielle
H3404,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H3404,Peinture industrielle
I1101,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-I1101,Direction et ingénierie en entretien infrastructure et bâti
I1102,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-I1102,Management et ingénierie de maintenance industrielle
I1103,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-I1103,Supervision d'entretien et gestion de véhicules
I1201,73,73 - Publicité et études de marché,73 -I1201,Entretien d'affichage et mobilier urbain
I1202,52,52 - Entreposage et services auxiliaires des transports,52 -I1202,Entretien et surveillance du tracé routier
I1202,81,81 - Services relatifs aux bâtiments et aménagement paysager,81 -I1202,Entretien et surveillance du tracé routier
I1203,81,81 - Services relatifs aux bâtiments et aménagement paysager,81 -I1203,Maintenance des bâtiments et des locaux
I1203,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-I1203,Maintenance des bâtiments et des locaux
I1301,43,43 - Travaux de construction spécialisés,43 -I1301,Installation et maintenance d'ascenseurs
I1302,43,43 - Travaux de construction spécialisés,43 -I1302,Installation et maintenance d'automatismes
I1302,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-I1302,Installation et maintenance d'automatismes
I1303,95,95 - Réparation d'ordinateurs et de biens personnels et domestiques,95 -I1303,Installation et maintenance de distributeurs automatiques
I1304,24,24 - Métallurgie,24 -I1304,Installation et maintenance d'équipements industriels et d'exploitation
I1304,35,"35 - Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",35 -I1304,Installation et maintenance d'équipements industriels et d'exploitation
I1304,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-I1304,Installation et maintenance d'équipements industriels et d'exploitation
I1305,10,10 - Industries alimentaires,10 -I1305,Installation et maintenance électronique
I1305,25,"25 - Fabrication de produits métalliques, à  l'exception des machines et des équipements",25 -I1305,Installation et maintenance électronique
I1305,26,"26 - Fabrication de produits informatiques, électroniques et optiques",26 -I1305,Installation et maintenance électronique
I1305,27,27 - Fabrication d'équipements électriques,27 -I1305,Installation et maintenance électronique
I1305,29,29 - Industrie automobile,29 -I1305,Installation et maintenance électronique
I1305,30,30 - Fabrication d'autres matériels de transport,30 -I1305,Installation et maintenance électronique
I1305,32,32 - Autres industries manufacturières,32 -I1305,Installation et maintenance électronique
I1305,61,61 - Télécommunications,61 -I1305,Installation et maintenance électronique
I1306,10,10 - Industries alimentaires,10 -I1306,"Installation et maintenance en froid, conditionnement d'air"
I1306,20,20 - Industrie chimique,20 -I1306,"Installation et maintenance en froid, conditionnement d'air"
I1306,35,"35 - Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",35 -I1306,"Installation et maintenance en froid, conditionnement d'air"
I1306,43,43 - Travaux de construction spécialisés,43 -I1306,"Installation et maintenance en froid, conditionnement d'air"
I1307,43,43 - Travaux de construction spécialisés,43 -I1307,Installation et maintenance télécoms et courants faibles
I1307,61,61 - Télécommunications,61 -I1307,Installation et maintenance télécoms et courants faibles
I1307,62,"62 - Programmation, conseil et autres activités informatiques",62 -I1307,Installation et maintenance télécoms et courants faibles
I1307,80,80 - Enquêtes et sécurité,80 -I1307,Installation et maintenance télécoms et courants faibles
